"","Name","Team","Position","proj_score","proj_salary","Price","value","2020_Games","2020_Average","talent","opportunity","durability","form","consistency","weighted_talent","weighted_opportunity","weighted_durability","weighted_form","weighted_consistency","manual_weight"
"403","Dean Kent","STK","FWD",58,315892,335200,-19308,13,62.4,60.69,3.24,76.47,41.33,0.13,10.93,1.69,6.12,1.62,1.11,0
"404","Josh Jenkins","GEE","FWD",57,314715,323400,-8685,1,86,85,4.51,5.88,86,0,15.31,2.35,0.48,3.24,0.01,0
"405","Tyson Stengle","ADE","FWD",57,313832,305300,8532,12,56.8,59,3.45,70.59,67.25,0.08,10.63,1.8,5.65,2.56,0.69,0
"406","Darcy Tucker","FRE","MID",57,313243,347900,-34657,8,64.8,70.04,4.67,47.06,64.8,0,12.61,2.43,3.77,2.47,0.01,0
"407","Daniel McStay","BRI","FWD",57,313096,333800,-20704,15,62.1,57.41,2.65,88.24,51.17,0.06,10.34,1.38,7.06,1.98,0.52,0
"408","Eddie Betts","CAR","FWD",57,312949,308800,4149,15,57.5,56.47,3.15,88.24,46,0.07,10.17,1.64,7.06,1.79,0.61,0
"409","Lachlan Sholl","ADE","DEF",57,312802,343200,-30398,8,63.9,62.88,4.65,47.06,71.2,0.12,11.33,2.42,3.77,2.71,1.03,0
"410","Lachlan Sholl","ADE","MID",57,312802,343200,-30398,8,63.9,62.88,4.65,47.06,71.2,0.12,11.33,2.42,3.77,2.71,1.03,0
"411","Aaron Francis","ESS","DEF",57,312508,320300,-7792,8,59.6,74.8,3.27,47.06,59.6,0,13.47,1.71,3.77,2.28,0.01,0
"412","Jake Kolodjashnij","GEE","DEF",57,311478,330200,-18722,13,61.5,58.65,3.35,76.47,57.88,0.06,10.56,1.75,6.12,2.22,0.52,0
"413","Ben Brown","MEL","FWD",57,311036,260300,50736,9,48.4,76.67,2.3,52.94,48.4,0,13.81,1.2,4.24,1.88,0.01,0
"414","Jye Caldwell","ESS","MID",57,311036,348600,-37564,9,64.9,63.89,4.24,52.94,84,0,11.51,2.21,4.24,3.17,0.01,0
"415","Jye Caldwell","ESS","FWD",57,311036,348600,-37564,9,64.9,63.89,4.24,52.94,84,0,11.51,2.21,4.24,3.17,0.01,0
"416","Sam Frost","HAW","DEF",56,309565,304900,4665,16,56.8,55.5,3.26,94.12,46.25,0,10,1.7,7.53,1.8,0.01,0
"417","Jarrod Lienert","POR","DEF",56,309565,289200,20365,5,59.8,79.14,4.08,29.41,59.8,0,14.25,2.13,2.36,2.29,0.01,0
"418","Jake Aarts","RIC","FWD",56,308682,329400,-20718,13,61.3,59.64,3.32,76.47,62.17,0,10.74,1.73,6.12,2.38,0.01,0
"419","Todd Marshall","POR","FWD",56,307064,377400,-70336,12,70.2,63.14,2.57,70.59,32.67,0.14,11.37,1.34,5.65,1.31,1.2,0
"420","Tom McCartin","SYD","FWD",56,306181,312800,-6619,14,58.2,57.21,2.9,82.35,62.4,0,10.31,1.51,6.59,2.39,0.01,0
"421","Tom Cutler","ESS","MID",56,305593,364700,-59107,8,67.9,66.88,4.55,47.06,67.5,0,12.05,2.37,3.77,2.57,0.01,0
"422","Joe Daniher","BRI","FWD",56,305445,233300,72145,4,48.2,76.36,3.14,23.53,34,0.25,13.75,1.64,1.89,1.35,2.13,0
"423","Josh Bruce","WBD","FWD",56,305004,275000,30004,16,51.2,50.18,2.58,94.12,59.75,0.06,9.04,1.35,7.53,2.29,0.52,0
"424","Connor Blakely","FRE","MID",56,305004,295000,10004,5,61,80.18,5,29.41,33,0,14.44,2.6,2.36,1.32,0.01,0
"425","Riley Bonner","POR","DEF",56,304563,318200,-13637,9,59.2,67.67,4.39,52.94,51,0,12.19,2.29,4.24,1.97,0.01,0
"426","Nic Newman","CAR","DEF",55,303974,415400,-111426,2,23.5,96.27,2.67,11.76,23.5,0,17.34,1.39,0.95,0.97,0.01,0
"427","Tom Atkins","GEE","FWD",55,303533,293500,10033,11,54.6,61.12,3.14,64.71,73.4,0,11.01,1.64,5.18,2.79,0.01,0
"428","Lachlan Murphy","ADE","FWD",55,303386,328600,-25214,12,61.2,60.17,3.27,70.59,63,0,10.84,1.71,5.65,2.41,0.01,0
"429","Paddy Ryder","STK","RUC",55,302944,505900,-202956,13,94.2,94.2,0,0.764705882352941,94.2,0,16.96,0.01,0.07,3.54,0.01,0
"430","Matt Guelfi","ESS","DEF",55,302650,324300,-21650,11,60.4,59.36,4.18,64.71,65.67,0,10.69,2.18,5.18,2.51,0.01,0
"431","Jackson Hately","ADE","MID",55,301767,310300,-8533,6,64.2,63.17,4.58,35.29,64.2,0.17,11.38,2.39,2.83,2.45,1.46,0
"432","Jack Lonie","STK","FWD",55,299854,351200,-51346,11,65.4,62.38,3.45,64.71,56,0,11.24,1.8,5.18,2.15,0.01,0
"433","Lachie Fogarty","CAR","FWD",54,297795,319100,-21305,6,66,65,4.35,35.29,51,0.17,11.71,2.27,2.83,1.97,1.46,0
"434","Alex Neal-Bullen","MEL","FWD",54,296618,310100,-13482,7,57.7,71.67,3.04,41.18,61.5,0,12.91,1.59,3.3,2.35,0.01,0
"435","Charlie Constable","GEE","MID",54,296323,266500,29823,2,62,77,5.64,11.76,62,0,13.87,2.94,0.95,2.37,0.01,0
"436","Shaun McKernan","STK","FWD",54,295441,245900,49541,9,45.8,70.33,2.65,52.94,45.8,0,12.67,1.38,4.24,1.78,0.01,0
"437","Brayden Sier","COL","MID",54,294705,313800,-19095,3,73,72,5.5,17.65,73,0,12.97,2.86,1.42,2.77,0.01,0
"438","Ben McKay","NME","DEF",54,294558,333600,-39042,11,62.1,61.09,3.09,64.71,57.8,0,11,1.61,5.18,2.22,0.01,0
"439","Lewis Melican","SYD","DEF",53,293381,324700,-31319,9,60.4,59.44,3.38,52.94,59.4,0.11,10.71,1.76,4.24,2.28,0.95,0
"440","Dylan Stephens","SYD","MID",53,292792,337800,-45008,8,62.9,61.88,4.27,47.06,72.5,0,11.15,2.22,3.77,2.75,0.01,0
"441","Adam Kennedy","GWS","MID",53,292351,300900,-8549,6,56,75.11,3.8,35.29,38.5,0,13.53,1.98,2.83,1.52,0.01,0
"442","Orazio Fantasia","POR","FWD",53,292056,271800,20256,5,56.2,75.67,3.24,29.41,56.2,0,13.63,1.69,2.36,2.16,0.01,0
"443","Orazio Fantasia","POR","DEF",53,292056,271800,20256,5,56.2,75.67,3.24,29.41,56.2,0,13.63,1.69,2.36,2.16,0.01,0
"444","Jake Stringer","ESS","FWD",53,290144,282600,7544,10,52.6,66.14,2.41,58.82,47,0,11.91,1.26,4.71,1.83,0.01,0
"445","Lin Jong","WBD","MID",53,289702,318100,-28398,3,74,73,4.41,17.65,74,0,13.15,2.3,1.42,2.81,0.01,0
"446","Lin Jong","WBD","FWD",53,289702,318100,-28398,3,74,73,4.41,17.65,74,0,13.15,2.3,1.42,2.81,0.01,0
"447","Josh Rotham","WCE","DEF",53,289408,331500,-42092,10,61.7,60.7,3.74,58.82,53.6,0,10.93,1.95,4.71,2.07,0.01,0
"448","Curtis Taylor","NME","FWD",53,288967,315800,-26833,9,58.8,57.78,3.41,52.94,58.8,0.11,10.41,1.78,4.24,2.26,0.95,0
"449","Dylan Clarke","ESS","MID",53,288231,348600,-60369,8,64.9,63.88,3.35,47.06,67,0,11.51,1.75,3.77,2.55,0.01,0
"450","Dylan Clarke","ESS","FWD",53,288231,348600,-60369,8,64.9,63.88,3.35,47.06,67,0,11.51,1.75,3.77,2.55,0.01,0
"451","Darcy Fogarty","ADE","FWD",52,286171,286400,-229,10,53.3,62.25,2.58,58.82,56.5,0,11.21,1.35,4.71,2.17,0.01,0
"452","Tom De Koning","CAR","RUC",52,286171,305500,-19329,7,56.9,55.86,4.795,41.18,62.5,0.14,10.06,2.5,3.3,2.39,1.2,0
"453","Ryan Burton","POR","DEF",52,286024,318800,-32776,6,59.3,71,4.09,35.29,15,0.12,12.79,2.13,2.83,0.66,1.03,0
"454","James Stewart","ESS","FWD",52,285436,295000,-9564,10,54.9,61.45,2.48,58.82,60.17,0,11.07,1.3,4.71,2.31,0.01,0
"455","Sam Weideman","MEL","FWD",52,283523,303800,-20277,13,56.5,55.82,2.59,76.47,44.33,0,10.06,1.35,6.12,1.73,0.01,0
"456","Kane Farrell","POR","MID",52,283376,309200,-25824,11,57.5,56.55,3,64.71,39,0.09,10.19,1.57,5.18,1.54,0.78,0
"457","Kane Farrell","POR","FWD",52,283376,309200,-25824,11,57.5,56.55,3,64.71,39,0.09,10.19,1.57,5.18,1.54,0.78,0
"458","Mitch Lewis","HAW","FWD",52,283229,199500,83729,8,37.1,64.58,1.83,47.06,76,0,11.63,0.96,3.77,2.88,0.01,0
"459","Tyler Brown","COL","MID",51,281463,311000,-29537,9,57.9,56.89,3.7,52.94,71,0,10.25,1.93,4.24,2.7,0.01,0
"460","Mabior Chol","RIC","RUC",51,281022,327200,-46178,10,60.9,59.09,3.6225,58.82,47.67,0,10.64,1.89,4.71,1.85,0.01,0
"461","Oleg Markov","GCS","DEF",51,280580,314300,-33720,6,65,64,3.91,35.29,70,0,11.53,2.04,2.83,2.66,0.01,0
"462","Mitch Crowden","FRE","FWD",51,280433,295500,-15067,10,55,59.8,2.8,58.82,54.8,0,10.77,1.46,4.71,2.11,0.01,0
"463","Jack Ross","RIC","MID",51,279403,333100,-53697,7,62,61,4.58,41.18,60,0,10.99,2.39,3.3,2.3,0.01,0
"464","Bailey Dale","WBD","FWD",51,278815,298500,-19685,9,55.6,61.08,2.98,52.94,55.6,0,11,1.56,4.24,2.14,0.01,0
"465","Connor Budarick","GCS","DEF",51,278667,256500,22167,15,47.7,46.73,3.22,88.24,45.33,0,8.42,1.68,7.06,1.77,0.01,0
"466","Zaine Cordy","WBD","DEF",51,277932,313700,-35768,13,58.4,55.47,2.72,76.47,34,0,9.99,1.42,6.12,1.35,0.01,0
"467","Harry Schoenberg","ADE","FWD",50,276755,315600,-38845,8,58.8,57.75,4.16,47.06,64.4,0,10.4,2.17,3.77,2.46,0.01,0
"468","Daniel Howe","HAW","DEF",50,276461,280500,-4039,5,58,70.58,3.37,29.41,50.5,0,12.71,1.76,2.36,1.95,0.01,0
"469","Daniel Howe","HAW","MID",50,276461,280500,-4039,5,58,70.58,3.37,29.41,50.5,0,12.71,1.76,2.36,1.95,0.01,0
"470","Dylan Moore","HAW","FWD",50,276461,302300,-25839,3,70.3,69.33,4.23,17.65,70.3,0,12.49,2.2,1.42,2.67,0.01,0
"471","Noah Answerth","BRI","DEF",50,275283,304500,-29217,9,56.7,57.9,3.78,52.94,53.5,0,10.43,1.97,4.24,2.06,0.01,0
"472","Jake Riccardi","GWS","FWD",50,273076,336500,-63424,5,69.6,68.6,3.48,29.41,52,0,12.36,1.82,2.36,2.01,0.01,0
"473","Laitham Vandermeer","WBD","MID",50,271752,278900,-7148,12,51.9,50.92,3.15,70.59,51.9,0,9.17,1.64,5.65,2,0.01,0
"474","Laitham Vandermeer","WBD","FWD",50,271752,278900,-7148,12,51.9,50.92,3.15,70.59,51.9,0,9.17,1.64,5.65,2,0.01,0
"475","Tobe Watson","FRE","DEF",49,270870,303700,-32830,3,70.7,69.67,3.33,17.65,70.7,0,12.55,1.74,1.42,2.69,0.01,0
"476","Will Brodie","GCS","MID",49,270575,344900,-74325,1,36,77.25,4.91,5.88,36,0,13.91,2.56,0.48,1.43,0.01,0
"477","Will Brodie","GCS","FWD",49,270575,344900,-74325,1,36,77.25,4.91,5.88,36,0,13.91,2.56,0.48,1.43,0.01,0
"478","David Astbury","RIC","DEF",49,270428,400400,-129972,5,82.8,68.89,4.25,29.41,35,0,12.41,2.21,2.36,1.39,0.01,0
"479","Jake Waterman","WCE","FWD",49,269840,323600,-53760,9,60.2,58.6,3.6,52.94,42,0,10.56,1.88,4.24,1.65,0.01,0
"480","Chayce Jones","ADE","MID",49,269545,236800,32745,15,44.1,47,2.88,88.24,32,0,8.47,1.5,7.06,1.28,0.01,0
"481","Mabior Chol","RIC","FWD",49,269104,327200,-58096,10,60.9,59.09,2.07,58.82,47.67,0,10.64,1.08,4.71,1.85,0.01,0
"482","Brayden Ham","ESS","MID",49,268663,277800,-9137,10,51.7,50.7,3.27,58.82,71,0,9.13,1.71,4.71,2.7,0.01,0
"483","Kysaiah Pickett","MEL","FWD",49,268221,256400,11821,14,47.7,46.71,2.63,82.35,47.5,0,8.42,1.37,6.59,1.84,0.01,0
"484","Colin O'Riordan","SYD","DEF",49,267927,268000,-73,8,49.9,60,3.24,47.06,49.9,0,10.81,1.69,3.77,1.93,0.01,0
"485","Jarman Impey","HAW","FWD",49,267780,212800,54980,5,39.6,71.12,2.92,29.41,38,0,12.81,1.52,2.36,1.5,0.01,0
"486","Hayden McLean","SYD","FWD",49,266750,317000,-50250,6,59,58,2.16,35.29,59,0.17,10.45,1.13,2.83,2.26,1.46,0
"487","Bobby Hill","GWS","FWD",49,266750,287200,-20450,5,59.4,58.4,2.88,29.41,53,0.2,10.52,1.5,2.36,2.04,1.71,0
"488","Mitch McGovern","CAR","FWD",49,266456,283900,-17444,12,52.8,51.83,2.61,70.59,45,0,9.34,1.36,5.65,1.75,0.01,0
"489","Mason Cox","COL","FWD",48,265720,312200,-46480,9,58.1,57,1.99,52.94,65.5,0,10.27,1.04,4.24,2.5,0.01,0
"490","Dylan Roberton","STK","DEF",48,264101,139700,124401,1,26,83.12,2.74,5.88,26,0,14.97,1.43,0.48,1.06,0.01,0
"491","Isaac Cumming","GWS","DEF",48,263513,288000,-24487,3,67,66,3.91,17.65,67,0,11.89,2.04,1.42,2.55,0.01,0
"492","Jay Lockhart","MEL","DEF",48,263072,289600,-26528,10,53.9,52.9,2.97,58.82,53.9,0,9.53,1.55,4.71,2.08,0.01,0
"493","Archie Smith","BRI","RUC",48,262630,217100,45530,5,40.4,67.33,3.3775,29.41,40.4,0,12.13,1.76,2.36,1.59,0.01,0
"494","Kyron Hayden","NME","DEF",48,261894,281400,-19506,8,52.4,51.38,3.29,47.06,52.4,0.12,9.26,1.72,3.77,2.02,1.03,0
"495","Nick Larkey","NME","FWD",48,261894,263800,-1906,10,49.1,57.42,2.07,58.82,42.5,0,10.34,1.08,4.71,1.66,0.01,0
"496","Braydon Preuss","GWS","RUC",48,261894,303000,-41106,3,62.7,64.43,4.5325,17.65,62.7,0,11.61,2.36,1.42,2.4,0.01,0
"497","Brandon Zerk-Thatcher","ESS","DEF",48,261747,255200,6547,10,47.5,55,2.71,58.82,44.6,0,9.91,1.42,4.71,1.74,0.01,0
"498","Sam Taylor","GWS","DEF",48,261012,323400,-62388,4,67,66,2.68,23.53,67,0,11.89,1.4,1.89,2.55,0.01,0
"499","Roarke Smith","WBD","MID",47,260570,281400,-20830,5,58.2,59,3.76,29.41,72.5,0,10.63,1.96,2.36,2.75,0.01,0
"500","Roarke Smith","WBD","FWD",47,260570,281400,-20830,5,58.2,59,3.76,29.41,72.5,0,10.63,1.96,2.36,2.75,0.01,0
"501","Levi Greenwood","COL","MID",47,259687,276800,-17113,4,57.2,64.5,3.7,23.53,57.33,0,11.62,1.93,1.89,2.2,0.01,0
"502","Jayden Laverde","ESS","FWD",47,258069,308000,-49931,6,57.3,62,2.54,35.29,57.3,0,11.17,1.33,2.83,2.2,0.01,0
"503","Sam Wicks","SYD","FWD",47,257481,316200,-58719,7,58.9,57.86,2.83,41.18,59.75,0,10.42,1.48,3.3,2.29,0.01,0
"504","Changkuoth Jiath","HAW","DEF",46,254244,266500,-12256,5,49.6,64.5,3.05,29.41,43.5,0,11.62,1.59,2.36,1.7,0.01,0
"505","Will Walker","NME","MID",46,253508,244500,9008,2,65,64,4.33,11.76,65,0,11.53,2.26,0.95,2.48,0.01,0
"506","Will Walker","NME","FWD",46,253508,244500,9008,2,65,64,4.33,11.76,65,0,11.53,2.26,0.95,2.48,0.01,0
"507","Charlie Spargo","MEL","FWD",46,253067,298200,-45133,8,55.5,54.5,2.74,47.06,56.5,0,9.82,1.43,3.77,2.17,0.01,0
"508","Mitch Hannan","WBD","FWD",46,251890,283600,-31710,9,52.8,52.27,2.7,52.94,52.8,0,9.42,1.41,4.24,2.04,0.01,0
"509","Hayden Young","FRE","DEF",46,250271,279400,-29129,5,52,51,3.33,29.41,52,0.2,9.19,1.74,2.36,2.01,1.71,0
"510","Travis Colyer","FRE","FWD",45,249094,275800,-26706,9,51.3,50.8,2.96,52.94,51.3,0,9.15,1.55,4.24,1.98,0.01,0
"511","Tarryn Thomas","NME","FWD",45,248947,290100,-41153,6,54,59.09,2.61,35.29,54,0,10.64,1.36,2.83,2.08,0.01,0
"512","Luke Jackson","MEL","FWD",45,248505,312500,-63995,6,58.2,57.17,2.92,35.29,58.2,0,10.3,1.52,2.83,2.23,0.01,0
"513","Jarrod Brander","WCE","MID",45,248505,295500,-46995,8,55,54,3.89,47.06,34,0,9.73,2.03,3.77,1.35,0.01,0
"514","Jarrod Brander","WCE","FWD",45,248505,295500,-46995,8,55,54,3.89,47.06,34,0,9.73,2.03,3.77,1.35,0.01,0
"515","Bailey Banfield","FRE","FWD",45,247770,288200,-40430,5,59.6,58.6,3.13,29.41,59.6,0,10.56,1.63,2.36,2.28,0.01,0
"516","Tom Sparrow","MEL","MID",45,247034,337200,-90166,5,62.8,61.8,3.78,29.41,33,0,11.13,1.97,2.36,1.32,0.01,0
"517","Oskar Baker","MEL","MID",45,246593,290100,-43507,3,60,59,4.61,17.65,60,0,10.63,2.4,1.42,2.3,0.01,0
"518","Lance Franklin","SYD","FWD",45,245710,312000,-66290,0,0,91.9,0,0,0,0,16.55,0.01,0.01,0.12,0.01,0
"519","Jack Mahony","NME","FWD",45,245121,271900,-26779,10,50.6,49.6,2.8,58.82,39,0,8.94,1.46,4.71,1.54,0.01,0
"520","Darcy Cameron","COL","FWD",45,244680,302900,-58220,8,56.4,51.7,2.41,47.06,36,0.1,9.31,1.26,3.77,1.43,0.86,0
"521","Mitch Brown","MEL","FWD",45,244533,280500,-35967,5,52.2,51.2,3.84,29.41,80,0,9.22,2,2.36,3.03,0.01,0
"522","Bradley Close","GEE","FWD",44,243797,257200,-13403,8,53.2,52.25,2.82,47.06,49.33,0,9.41,1.47,3.77,1.91,0.01,0
"523","Mark Hutchings","WCE","MID",44,242473,157600,84873,3,29.3,68.89,2.79,17.65,29.3,0,12.41,1.46,1.42,1.18,0.01,0
"524","Mark Hutchings","WCE","FWD",44,242473,157600,84873,3,29.3,68.89,2.79,17.65,29.3,0,12.41,1.46,1.42,1.18,0.01,0
"525","Jayden Hunt","MEL","FWD",44,242326,163300,79026,6,49,59.38,1.97,35.29,49,0,10.7,1.03,2.83,1.9,0.01,0
"526","Matt Taberner","FRE","FWD",44,242179,403000,-160821,16,75,75,0,0.941176470588235,75,0,13.51,0.01,0.09,2.84,0.01,0
"527","Lewis Taylor","SYD","FWD",44,241885,265600,-23715,9,49.4,48.44,2.96,52.94,49.4,0,8.73,1.55,4.24,1.91,0.01,0
"528","Rhylee West","WBD","FWD",44,239972,278000,-38028,4,57.5,56.5,3.87,23.53,57.5,0,10.18,2.02,1.89,2.21,0.01,0
"529","Sam Gray","SYD","FWD",44,239825,276300,-36475,7,51.4,50.43,3.66,41.18,51.4,0,9.09,1.91,3.3,1.99,0.01,0
"530","Jack Payne","BRI","DEF",44,239530,255100,-15570,4,52.8,59.8,2.79,23.53,56,0,10.77,1.46,1.89,2.15,0.01,0
"531","Patrick Naish","RIC","MID",44,239530,180500,59030,1,42,69.5,3.1,5.88,42,0,12.52,1.62,0.48,1.65,0.01,0
"532","Jack Bytel","STK","MID",44,239089,280500,-41411,3,58,57,4.45,17.65,58,0,10.27,2.32,1.42,2.23,0.01,0
"533","Caleb Graham","GCS","DEF",43,238353,284800,-46447,7,53,52,2.5,41.18,57.67,0,9.37,1.31,3.3,2.21,0.01,0
"534","Jordan Clark","GEE","DEF",43,236441,241800,-5359,3,50,58.7,4.08,17.65,50,0,10.57,2.13,1.42,1.94,0.01,0
"535","Jordan Clark","GEE","MID",43,236441,241800,-5359,3,50,58.7,4.08,17.65,50,0,10.57,2.13,1.42,1.94,0.01,0
"536","Sam Sturt","FRE","FWD",43,236294,265100,-28806,3,61.7,60.67,2.56,17.65,61.7,0,10.93,1.34,1.42,2.36,0.01,0
"537","Josh Corbett","GCS","FWD",43,235852,273200,-37348,7,50.9,49.86,3.1,41.18,55,0,8.98,1.62,3.3,2.12,0.01,0
"538","Neville Jetta","MEL","DEF",43,235116,186300,48816,6,34.7,59.21,2.08,35.29,34.7,0,10.67,1.09,2.83,1.38,0.01,0
"539","Jacob Townsend","GCS","FWD",43,235116,238200,-3084,12,44.3,43.33,2.07,70.59,36,0,7.81,1.08,5.65,1.43,0.01,0
"540","Ryan Gardner","WBD","DEF",43,233792,232800,992,9,43.3,45.5,2.45,52.94,56.2,0,8.2,1.28,4.24,2.16,0.01,0
"541","Brayden Ainsworth","WCE","MID",42,232762,253900,-21138,8,47.2,48,2.99,47.06,47,0,8.65,1.56,3.77,1.83,0.01,0
"542","Brayden Ainsworth","WCE","FWD",42,232762,253900,-21138,8,47.2,48,2.99,47.06,47,0,8.65,1.56,3.77,1.83,0.01,0
"543","Oliver Hanrahan","HAW","FWD",42,231144,237200,-6056,7,44.1,49.44,3.4,41.18,44.1,0,8.91,1.77,3.3,1.72,0.01,0
"544","James Bell","SYD","FWD",42,228937,267300,-38363,8,49.8,48.75,2.95,47.06,37,0,8.78,1.54,3.77,1.46,0.01,0
"545","Ben Ronke","SYD","FWD",41,227466,275600,-48134,3,57,56.2,3.3,17.65,57,0,10.12,1.72,1.42,2.19,0.01,0
"546","Jack Buckley","GWS","DEF",41,227171,223800,3371,2,59.5,58.5,3.18,11.76,59.5,0,10.54,1.66,0.95,2.28,0.01,0
"547","Jack Buckley","GWS","MID",41,227171,223800,3371,2,59.5,58.5,3.18,11.76,59.5,0,10.54,1.66,0.95,2.28,0.01,0
"548","Billy Frampton","ADE","FWD",41,225112,286100,-60988,5,53.2,52.2,2.83,29.41,53.2,0,9.4,1.48,2.36,2.05,0.01,0
"549","Taylor Garner","NME","FWD",41,223787,267400,-43613,2,45,59.22,3.5,11.76,45,0,10.67,1.83,0.95,1.75,0.01,0
"550","Matthew Cottrell","CAR","MID",41,222463,262200,-39737,5,48.8,47.8,3.77,29.41,56.5,0,8.61,1.97,2.36,2.17,0.01,0
"551","Tom J. Lynch","RIC","FWD",40,220845,366700,-145855,16,68.3,68.3,0,0.941176470588235,68.3,0,12.3,0.01,0.09,2.6,0.01,0
"552","Jimmy Webster","STK","DEF",40,220109,274000,-53891,0,0,82.26,0,0,0,0,14.81,0.01,0.01,0.12,0.01,0
"553","Kaiden Brand","SYD","DEF",40,218343,245000,-26657,2,57,56,3.07,11.76,57,0,10.09,1.6,0.95,2.19,0.01,0
"554","Harry Himmelberg","GWS","FWD",39,213930,355300,-141370,16,66.1,66.1,0,0.941176470588235,66.1,0,11.91,0.01,0.09,2.52,0.01,0
"555","Louis Butler","WBD","DEF",39,212752,191800,20952,2,51,50,4.84,11.76,51,0,9.01,2.52,0.95,1.97,0.01,0
"556","Joel Smith","MEL","DEF",39,211870,211100,770,7,39.3,50.12,1.83,41.18,27,0,9.03,0.96,3.3,1.1,0.01,0
"557","Paddy Dow","CAR","MID",39,211723,202400,9323,3,37.7,54.41,3.2,17.65,37.7,0,9.8,1.67,1.42,1.49,0.01,0
"558","Paddy Dow","CAR","FWD",39,211723,202400,9323,3,37.7,54.41,3.2,17.65,37.7,0,9.8,1.67,1.42,1.49,0.01,0
"559","Keidean Coleman","BRI","FWD",38,210987,299800,-88813,4,62,52,3.01,23.53,38,0,9.37,1.57,1.89,1.5,0.01,0
"560","Callum L. Brown","COL","FWD",38,210546,349600,-139054,14,65.1,65.1,0,0.823529411764706,65.1,0,11.73,0.01,0.08,2.48,0.01,0
"561","Boyd Woodcock","POR","FWD",38,210546,261100,-50554,5,54,53,3.37,29.41,14,0,9.55,1.76,2.36,0.63,0.01,0
"562","Aiden Bonar","NME","DEF",38,209074,245400,-36326,6,45.7,44.67,2.94,35.29,45.7,0,8.05,1.54,2.83,1.78,0.01,0
"563","Josh J. Kennedy","WCE","FWD",38,208486,346200,-137714,16,64.4,64.4,0,0.941176470588235,64.4,0,11.6,0.01,0.09,2.46,0.01,0
"564","Jarrod Cameron","WCE","FWD",38,208044,153700,54344,5,28.6,54,1.68,29.41,28.6,0,9.73,0.88,2.36,1.16,0.01,0
"565","Ned McHenry","ADE","FWD",38,206132,212900,-6768,8,39.6,38.62,3.27,47.06,39.6,0,6.96,1.71,3.77,1.56,0.01,0
"566","Irving Mosquito","ESS","FWD",37,205249,264700,-59451,4,54.8,53.75,2.65,23.53,24,0,9.68,1.38,1.89,0.99,0.01,0
"567","Fischer Mcasey","ADE","FWD",37,204366,199300,5066,10,37.1,36.1,2.27,58.82,37.1,0,6.51,1.19,4.71,1.47,0.01,0
"568","Fischer Mcasey","ADE","DEF",37,204366,199300,5066,10,37.1,36.1,2.27,58.82,37.1,0,6.51,1.19,4.71,1.47,0.01,0
"569","Jack Petruccelle","WCE","FWD",37,204219,217100,-12881,5,40.4,47.95,2.44,29.41,40.4,0,8.64,1.28,2.36,1.59,0.01,0
"570","Will Hayes","WBD","MID",37,203925,249300,-45375,2,47.5,52,3.23,11.76,47.5,0,9.37,1.69,0.95,1.84,0.01,0
"571","Matt de Boer","GWS","MID",37,203042,303700,-100658,13,62.8,62.8,0,0.764705882352941,62.8,0,11.31,0.01,0.07,2.4,0.01,0
"572","Cameron Ellis-Yolmen","BRI","MID",37,203042,337800,-134758,8,62.9,62.9,0,0.470588235294118,62.9,0,11.33,0.01,0.05,2.4,0.01,0
"573","Cameron Ellis-Yolmen","BRI","FWD",37,203042,337800,-134758,8,62.9,62.9,0,0.470588235294118,62.9,0,11.33,0.01,0.05,2.4,0.01,0
"574","Keegan Brooksby","HAW","RUC",37,202895,206900,-4005,1,55,54,2.7825,5.88,55,0,9.73,1.45,0.48,2.12,0.01,0
"575","Will Hamill","ADE","DEF",37,202748,210900,-8152,8,39.2,38.25,3.01,47.06,39.2,0,6.89,1.57,3.77,1.54,0.01,0
"576","Jack Silvagni","CAR","FWD",37,201129,257400,-56271,3,35.3,54.63,1.9,17.65,35.3,0,9.84,1,1.42,1.4,0.01,0
"577","Nick Hind","ESS","FWD",36,199216,331000,-131784,10,61.6,61.6,0,0.588235294117647,61.6,0,11.1,0.01,0.06,2.36,0.01,0
"578","Tristan Xerri","NME","FWD",36,197009,265900,-68891,4,49.5,48.5,1.58,23.53,49.5,0,8.74,0.83,1.89,1.92,0.01,0
"579","Finn Maginness","HAW","MID",36,196421,195600,821,1,52,51,3.18,5.88,52,0,9.19,1.66,0.48,2.01,0.01,0
"580","Zach Guthrie","GEE","DEF",36,196274,180500,15774,3,42,47,3.44,17.65,42,0,8.47,1.79,1.42,1.65,0.01,0
"581","Zach Guthrie","GEE","MID",36,196274,180500,15774,3,42,47,3.44,17.65,42,0,8.47,1.79,1.42,1.65,0.01,0
"582","Jamaine Jones","WCE","FWD",36,195832,182400,13432,2,48.5,47.5,3.67,11.76,48.5,0,8.56,1.91,0.95,1.88,0.01,0
"583","Josh Schache","WBD","FWD",36,195685,214400,-18715,2,39,53.86,2.1,11.76,39,0,9.7,1.1,0.95,1.54,0.01,0
"584","Xavier O'Halloran","GWS","MID",36,195097,227500,-32403,2,60.5,60.5,0,0.117647058823529,60.5,0,10.9,0.01,0.02,2.32,0.01,0
"585","Connor Idun","GWS","DEF",35,194508,214900,-20392,2,50,49,2.85,11.76,50,0,8.83,1.49,0.95,1.94,0.01,0
"586","Keegan Brooksby","HAW","FWD",35,193772,206900,-13128,1,55,54,1.59,5.88,55,0,9.73,0.83,0.48,2.12,0.01,0
